CustomerID,Customer,CustomerCity,CustomerState,CustomerCountry,CustomerZipCode
167,Kamba,Lancaster,LA,Saint Lucia,84171
168,Yakitri,Anaheim,UT,Monaco,29706
169,Kanoodle,Newark,WY,South Georgia and the South Sandwich Islands,24546-3894
170,Pixoboo,Redondo Beach,WY,Paraguay,78832-5249
171,Avavee,Barstow,WY,United States of America,83844
172,Skiptube,Loomis,RI,British Indian Ocean Territory,46306
173,Yabox,Lake Elsinore,LA,"Congo, Democratic Republic of",44068-4035
174,Blogtags,City of Industry,RI,French Guiana,62812-3156
175,Gigaclub,Pittsburg,CT,Isle of Man,04027
176,Linkbuzz,Mammoth Lakes,ME,Lithuania,18144
177,Bluezoom,Clovis,KY,Cook Islands,99766-7805
178,Linkbuzz,Hughson,IA,Burkina Faso,17709
179,Mybuzz,Etna,OR,Timor-Leste,88355-2335
180,Eidel,Arcadia,MO,Puerto Rico,28061
181,Trilia,Seal Beach,CT,Jordan,26639-5267
182,InnoZ,Merced,WI,Japan,09520-1987
183,Skajo,Tracy,OK,Guadeloupe,56436-3899
184,Zoonoodle,Hercules,GA,Oman,24568-7771
185,Blogpad,Saratoga,TX,Singapore,95840
186,Shufflebeat,Los Gatos,MA,Mozambique,22191-0835
187,Eazzy,South Gate,WY,Mayotte,72634
188,Voonte,Fountain Valley,DE,Vietnam,63721-2982
189,Kayveo,La Mirada,MN,Chile,74939-7190
190,Centizu,Patterson,OH,Tunisia,78133
191,Flashset,Santa Barbara,WY,Bhutan,99298
192,Jaxnation,Crescent City,ME,Guatemala,38268
193,Centimia,St. Helena,ID,Poland,68798
194,Flashdog,Vallejo,NY,Djibouti,85864-5112
195,Eamia,Greenfield,ME,Russia,71960
196,Innojam,Orange,TX,Isle of Man,21611
197,Dynava,Grass Valley,AZ,Cayman Islands,50745-5930
198,Browsetype,Turlock,WI,Philippines,51193-2533
199,Tagfeed,Hanford,MT,Croatia,35455
200,Chatterbridge,Arcadia,IN,San Marino,18743
201,Zoomzone,Newman,SC,Guinea,96222
202,Browsebug,Imperial,MO,Micronesia,67887
203,Pixoboo,Woodland,ID,Australia,51687
204,Dabvine,Indio,OH,Burkina Faso,97605
205,Wikizz,Cudahy,NY,Mali,23058-0132
206,Bubblebox,Glendale,MD,Uruguay,35720
207,Lajo,Truckee,OH,Paraguay,49172-2712
208,Roodel,Buellton,AZ,Turkmenistan,38695-0120
209,Quatz,Clovis,MT,Philippines,97884
210,Divanoodle,Pacific Grove,VA,"Palestinian Territory, Occupied",05420
211,Plambee,Susanville,OK,American Samoa,95246
212,Photobug,Coalinga,SC,Central African Republic,23142-2244
213,Realpoint,Oroville,GA,Ireland,30559
214,Bluejam,Costa Mesa,ME,Timor-Leste,21067
215,Wordpedia,San Pablo,SD,Gambia,42560
216,Buzzdog,Chowchilla,NM,Vanuatu,73613-4041
217,Feedfire,Hillsborough,MI,Ascension Island,27915-5332
218,Fliptune,Stanton,TX,Italy,70790
219,Thoughtsphere,Redding,SD,Spain,08523-8449
220,Meevee,Huntington Park,CO,Cyprus,22374
221,Ailane,Loyalton,MN,Kazakhstan,55583
222,Thoughtbridge,Laguna Beach,CO,Niue,98784
223,Yotz,Lawndale,IA,Mongolia,44058-1485
224,Innotype,San Dimas,CO,Mali,25457-6158
225,Brainbox,Goleta,DE,Macau,90164-6430
226,Demimbu,Carmel-by-the-Sea,GA,Central African Republic,75773
227,Dabshots,Dublin,LA,Italy,47154
228,Jabbertype,Firebaugh,SD,China,56856-2335
229,Meejo,Aliso Viejo,LA,New Caledonia,93936
230,Gabcube,Palm Desert,OR,Saint Martin,78148-9351
231,Tagchat,Cudahy,CO,Suriname,03522
232,Jayo,Fontana,DE,Kuwait,43277
233,Eabox,Vernon,OH,Northern Mariana Islands,55604-7638
234,Skidoo,Cotati,MT,Nicaragua,55179-0510
235,Vimbo,Brentwood,WV,Bolivia,08546-8838
236,Quatz,Mission Viejo,FL,Kyrgyzstan,31234-6276
237,Zoonoodle,Corcoran,SC,Vietnam,06583-4858
238,Browsezoom,Dana Point,KY,Taiwan,32556
239,Gigazoom,Pleasanton,NE,Niue,74973
240,Skipstorm,Menifee,WV,Paraguay,90736
241,Mynte,Oroville,WA,Northern Mariana Islands,83530
242,Reallinks,Belvedere,MI,Ecuador,45146-5375
243,Kanoodle,Azusa,NC,Vanuatu,96178
244,Eare,Live Oak,SD,Heard and McDonald Islands,72969-0389
245,Feedfire,Alturas,CT,Saint Lucia,20728
246,Demimbu,Reedley,KS,South Africa,30069
247,Tagtune,Fremont,IA,Saint Kitts and Nevis,76699-8553
248,Meemm,Lafayette,DE,Vanuatu,50902
249,Skiba,Torrance,NE,Guam,50927-1651
250,Skiba,Santa Paula,GA,Western Sahara,40501
251,Yadel,Gustine,ME,Luxembourg,40798
252,Voolith,San Jacinto,VA,Cayman Islands,49004
253,Shuffledrive,Capitola,TX,Bhutan,10946
254,Shufflebeat,San Gabriel,AR,Norfolk Island,89717
255,Yodel,Biggs,DE,Cayman Islands,52957-3218
256,Bubblebox,Vallejo,NJ,Saint Barthelemy,48971
257,Divape,Huntington Park,DE,Seychelles,35944
258,Yata,Walnut,KS,Faroe Islands,85831-9839
259,Bubbletube,Fort Bragg,MN,Benin,64117
260,Babbleblab,Tiburon,GA,Somalia,84241
261,Quire,Patterson,ID,Burkina Faso,66968
262,Plajo,Santa Barbara,MA,Oman,68345
263,Buzzshare,Clayton,OK,Azerbaijan,94015
264,Muxo,Fresno,DE,United Kingdom,21070-6696
265,Jabbersphere,Live Oak,CT,Qatar,96392
266,Aimbu,Ross,MT,American Samoa,02819
267,Janyx,Laguna Woods,NE,Sweden,93151-6692
268,Quamba,Placentia,KS,Montserrat,89643-3932
269,Twitternation,Palos Verdes Estates,OR,Austria,43667
270,Meembee,Moreno Valley,SD,Belarus,31062
271,Flipopia,Milpitas,OR,US Minor Outlying Islands,20448
272,Dynazzy,Fontana,MA,Barbados,40930-4088
273,Tanoodle,San Bruno,KS,Martinique,20227-4196
274,Tagopia,Williams,NV,Nepal,71992-4266
275,Yombu,Sebastopol,WA,Venezuela,12640-2059
276,Flashpoint,Berkeley,SC,Suriname,65740
277,Minyx,Paso Robles,OK,Western Sahara,54445
278,Katz,American Canyon,MA,Bosnia and Herzegovina,84806-7731
279,LiveZ,Turlock,NJ,Niue,83365
280,Skalith,Corning,TN,Madagascar,63583
281,Skyble,Orinda,WV,Philippines,70048-7454
282,Myworks,Windsor,MT,Iran,94158
283,Topicblab,Arcata,MO,Suriname,00095
284,Quimm,Healdsburg,ND,Togo,40679-6863
285,Edgeblab,Vallejo,HI,Guatemala,58332-6069
286,Twitterbeat,South El Monte,ME,Malawi,44912-7645
287,Voomm,Crescent City,OR,Jordan,46782-8619
288,Jayo,Riverbank,NH,Zambia,34422
289,Riffwire,Alameda,AK,Israel,33761
290,Blogtag,Marysville,WI,Isle of Man,99209-8523
291,Babbleset,Atwater,DE,Jersey,46665
292,Jamia,Red Bluff,PA,Malta,37828
293,Avavee,El Cajon,IL,Chile,41334-1427
294,Divanoodle,Whittier,NH,Dominica,93892
295,Zooxo,Ione,MI,Morocco,35299-4259
296,Gabtune,Arroyo Grande,AK,Australia,60745
297,Zoomlounge,Newark,NJ,Vietnam,89266-8102
298,Npath,Colfax,LA,Liechtenstein,68728-8163
299,Feedmix,Hayward,OK,Iceland,31689-4839
300,Brainverse,McFarland,TX,Bouvet Island,28238-6041
301,Linkbridge,Vallejo,IL,Ukraine,49218-2402
302,Skinder,City of Industry,SD,Tonga,24356
303,Gigazoom,Fullerton,NC,Vietnam,25731-2517
304,Blogspan,Carpinteria,RI,New Caledonia,15808
305,Roombo,Sebastopol,CO,Canada,83181
306,Meevee,Atwater,NC,Guinea-Bissau,05173-3762
307,Lajo,Calipatria,RI,Jordan,40822
308,Eamia,Tulare,FL,Barbados,72375
309,Bubbletube,Clearlake,MD,Antigua and Barbuda,39519-6239
310,Edgeify,Grover Beach,NE,Saudia Arabia,24341-3864
311,Gabtype,Rialto,IA,Timor-Leste,05470-2122
312,Lazz,Palmdale,OH,Seychelles,32123-1397
313,Quaxo,Banning,IL,Tuvalu,01060
314,Cogibox,Garden Grove,IA,South Africa,91364-7234
315,Zoomzone,Banning,HI,United Arab Emirates,47404
316,Snaptags,San Juan Capistrano,AZ,France,22378
317,Tagtune,Palm Desert,NH,Sudan,30913-1633
318,Lazzy,Coalinga,KY,Malaysia,94612-1290
319,Devshare,Loma Linda,MS,Cameroon,45900
320,Skyndu,Indio,VA,Gambia,35406
321,Mymm,Morgan Hill,NM,Tajikistan,20710-3351
322,Oyonder,Orinda,AL,Cyprus,15263-7041
323,JumpXS,Novato,MD,Cuba,98220-7851
324,Devpulse,Moorpark,OR,Suriname,63013
325,Blogpad,San Jose,WA,China,79360-2045
326,Skyble,Palmdale,NC,Djibouti,06077-5293
327,Yodel,Buena Park,CT,Saint Lucia,42422-8334
328,Centidel,Los Banos,MI,New Zealand,54769-1747
329,Vimbo,Fort Bragg,IN,Finland,00189
330,Eire,Ventura,AR,Kenya,36662
331,Voomm,Healdsburg,NJ,Malaysia,00721
332,Ozu,Torrance,NC,Austria,40306-2251
333,Oyondu,San Diego,IA,Pitcairn Island,62502-8441
334,Realblab,Orland,DE,United Kingdom,37283
335,Kwinu,Willits,WV,Croatia,37739-5866
336,Yotz,Los Angeles,ND,Oman,18180-5974
337,Linklinks,Huntington Beach,FL,Guernsey,34932-1093
338,Myworks,Indian Wells,CO,Sudan,12954
339,Skaboo,Corte Madera,HI,Maldives,92794
340,Dabfeed,San Pablo,MD,Netherlands,64242
341,Skimia,Stockton,MT,Turks and Caicos Islands,00112-1995
342,Quimm,Livingston,NM,Oman,92192
343,Skynoodle,Pasadena,WA,El Salvador,01182
344,Meejo,Yreka,WY,Mozambique,51221-4329
345,Shuffledrive,Santa Maria,AL,South Georgia and the South Sandwich Islands,96191
346,Realbuzz,Moraga,VT,Mauritius,94472-5432
347,Livetube,California City,MD,Lithuania,35508-3519
348,Bubblebox,Orange,LA,Jordan,99534
349,Cogidoo,Arroyo Grande,FL,Monaco,38231-5125
350,Rhybox,Dunsmuir,IN,Fiji,65594
351,Skyvu,Fremont,HI,Macedonia,13189-3897
352,Cogilith,St. Helena,ME,Gabon,56839
353,Eamia,Ferndale,CA,Barbados,75339
354,Livefish,Scotts Valley,MD,Costa Rica,48717
355,Trunyx,San Rafael,AL,Hungary,11482
356,Tagfeed,Loma Linda,ME,Bahrain,38226-8849
357,Oozz,Stockton,IN,Slovenia,25059
358,Jetpulse,Tiburon,MD,Nigeria,67964-9184
359,Vitz,Irvine,AZ,Micronesia,35613
360,Mynte,San Francisco,WV,Guyana,95150
361,Dabtype,Hughson,NY,Bahamas,07282
362,Innotype,Duarte,WY,Western Sahara,46481
363,Twitterlist,Rancho Palos Verdes,CT,Chile,30362
364,Skimia,Nevada City,OH,Bosnia and Herzegovina,77952-5210
365,LiveZ,Union City,FL,Lesotho,00994
366,BlogXS,La Mesa,CA,"Korea, North",20963-4096
367,Eimbee,Susanville,ID,Guatemala,77425
368,Skinder,San Rafael,NM,Maldives,78026-2779
369,Rhyloo,Burbank,IN,Mauritius,97983
370,Twiyo,Cerritos,FL,Puerto Rico,89524-4322
371,Gabvine,Ferndale,IA,Oman,09980
372,Yoveo,Coronado,MT,Uganda,53355-3684
373,Trilith,Benicia,AL,Cambodia,30051
374,Mymm,Woodside,NH,Jamaica,89228
375,Tagcat,San Pablo,TN,Malawi,79129-1021
376,Realcube,Stanton,AZ,Namibia,26395-1249
377,Gigashots,Fullerton,VT,Croatia,14687-3719
378,Fivebridge,Los Altos,MI,Honduras,03046-9728
379,Zoomcast,Eureka,HI,Åland,83363-3112
380,Dynazzy,Arcata,AR,Northern Mariana Islands,36228-6060
381,Mita,Santa Rosa,MS,Croatia,61967-1838
382,Topiczoom,La Cañada Flintridge,MS,Ireland,43850
383,Photobug,Studio City,FL,Heard and McDonald Islands,88066-1259
384,Chatterpoint,Carlsbad,SC,Vatican City State (Holy See),37668
385,Meembee,Sacramento,VT,Lithuania,30705-5055
386,Photofeed,Laguna Woods,NH,Sao Tome and Principe,04476-1853
387,Divanoodle,Portola Valley,IN,Hong Kong,18848-7715
388,Blogpad,Sonora,ID,Vatican City State (Holy See),39181-4036
389,Ainyx,Claremont,KY,Botswana,59937-7010
390,Jaxworks,Tustin,MT,Lesotho,35605-6373
391,Reallinks,Menlo Park,MN,Laos,72798-3065
392,Kwilith,Winters,AK,Colombia,02209
393,Wordtune,Del Mar,WI,United States of America,40944
394,Fliptune,Laguna Beach,MS,French Guiana,20427
395,Aibox,Cathedral City,CA,Isle of Man,50107-0127
396,Twiyo,Ross,HI,Russia,74051
397,Reallinks,Tehachapi,PA,French Southern Territories,45322-0290
398,Devify,Apple Valley,NY,Venezuela,52839-4977
399,Abatz,Porterville,PA,Seychelles,78961-9959
400,Topiczoom,Avenal,GA,Djibouti,53070
401,Pixoboo,Colfax,CA,"Palestinian Territory, Occupied",67631-2322
402,Edgeclub,Clovis,AL,South Africa,26083
403,Meejo,Alameda,KY,Cameroon,56471
404,Pixoboo,Woodland,AZ,Antigua and Barbuda,62941
405,Realfire,San Anselmo,NE,Liechtenstein,27400-3358
406,Plajo,Ukiah,WI,Togo,20745-1509
407,Jabberbean,Galt,KS,Oman,99547
408,Eidel,Hayward,PA,Sri Lanka,48783-7308
409,Gabtune,Lake Forest,ND,Cambodia,50162
410,Wikido,El Monte,AL,Honduras,26842
411,Zoombeat,Vernon,IN,Paraguay,46327-0056
412,Browsetype,Aliso Viejo,ID,Netherlands Antilles,83968
413,Minyx,Sanger,VA,Namibia,94390
414,Centizu,Placerville,VT,Serbia,39630
415,Browsecat,Point Arena,VT,Colombia,10968-5133
416,Dabvine,Los Altos Hills,VT,Switzerland,86246-5971
417,Dazzlesphere,Belvedere,IL,"Palestinian Territory, Occupied",23782
418,Thoughtbridge,Ontario,DE,Sudan,06408
419,Avavee,Moorpark,OH,Martinique,69662
420,Topicshots,Orland,WA,"Congo, Democratic Republic of",02201-5205
421,Trilith,Manteca,TX,Gibraltar,32278-3849
422,Linkbuzz,Willits,AL,United Arab Emirates,92747-3013
423,Dynabox,Seal Beach,CA,Ecuador,56988-9764
424,Oyope,Santa Fe Springs,CO,Samoa,81363
425,Oba,Costa Mesa,WY,Uganda,90673
426,Rhynyx,St. Helena,MD,Burkina Faso,82491
427,Thoughtbeat,Burlingame,NY,Panama,53249
428,Buzzdog,Chino Hills,OH,American Samoa,44938
429,Rhyzio,Rialto,WA,Benin,34253
430,Twitterwire,El Monte,MO,Tuvalu,58613-0913
431,Thoughtworks,Arcata,DE,Niger,77439
432,Voolith,Indio,NH,Kazakhstan,98618
433,Skinix,Orland,KS,Reunion,29672
434,Topicshots,Eureka,AR,Turkmenistan,66752
435,Brainsphere,Riverside,KS,Sao Tome and Principe,80720
436,Skipfire,Corona,WV,Mozambique,33949-1670
437,Tagfeed,Covina,FL,Slovenia,23580
438,Realfire,Guadalupe,KS,Vietnam,55777
439,Gigabox,Sanger,MO,Northern Mariana Islands,79272
440,Gabvine,Portola,LA,Malta,54485-4934
441,Izio,Pomona,WV,Cayman Islands,55785-7551
442,Teklist,San Mateo,AZ,Mauritius,19368
443,Demivee,Culver City,TX,Tonga,77340-0218
444,Roomm,Coachella,DE,San Marino,62612
445,Zoomdog,St. Helena,AZ,Panama,61456
446,Brightbean,Concord,AR,Saint Kitts and Nevis,02877-4728
447,Cogilith,Jackson,OK,Vanuatu,82639
448,Flashspan,Stanton,AL,Barbados,16355-1319
449,Yacero,Clayton,NC,Suriname,86973
450,Minyx,El Monte,TN,Yemen,20628
451,Topiczoom,Buena Park,PA,Albania,84596
452,Thoughtstorm,Norwalk,TN,Puerto Rico,67213-0599
453,Feedmix,Rancho Palos Verdes,MT,Pitcairn Island,65233
454,Plajo,Roseville,WY,Djibouti,13725
455,Topiczoom,Downey,NM,New Zealand,39804
456,Fivechat,Desert Hot Springs,MO,Nauru,56248-3092
457,Topicshots,Modesto,AZ,Cook Islands,45357-2881
458,Feedspan,Sand City,ID,Bangladesh,78075
459,Feedspan,Palmdale,MN,Maldives,48470
460,Zoovu,Claremont,MO,Turkey,20100
461,Mydeo,Poway,AZ,Northern Mariana Islands,89162
462,Abata,Imperial Beach,SD,Oman,78175-9978
463,Buzzbean,Lemoore,MA,Turks and Caicos Islands,36175
464,Eire,Azusa,NY,United Arab Emirates,60292
465,Rhyzio,Escondido,ND,Myanmar,53840
466,Pixonyx,West Covina,NC,Uzbekistan,68453-0654
467,Jetpulse,Sierra Madre,NH,Lesotho,61397-9376
468,Riffpedia,Santa Barbara,AR,United Arab Emirates,37665-8739
469,Jayo,Dana Point,RI,Israel,39967
470,Twitterlist,San Marino,NH,Kyrgyzstan,36841
471,Meedoo,La Mesa,NH,Iraq,32758-5983
472,Photolist,Angels Camp,IA,Mexico,20197
473,Avaveo,Rolling Hills,WV,Montserrat,51454-0766
474,Dabtype,Isleton,MD,Sao Tome and Principe,13247-6075
475,Plambee,Pleasanton,TX,Saint Vincent and the Grenadines,37844
476,Blogpad,Crescent City,ME,Moldova,48481-9745
477,Voonix,Fillmore,MI,Syria,92200
478,Fiveclub,Desert Hot Springs,OK,Mauritania,10656
479,Topicblab,Moreno Valley,AL,Thailand,00385
480,Vidoo,Fowler,SC,Japan,76748
481,Skinder,Tehachapi,RI,United States of America,18515
482,Zoonder,La Mirada,OH,Vanuatu,56600
483,Rhyloo,El Cerrito,NY,Nepal,34605-8166
484,Muxo,Alturas,KY,Moldova,71269-3360
485,Aivee,South Gate,AR,Guyana,17280
486,Omba,San Rafael,WY,Montenegro,63607
487,Skidoo,Yreka,CA,Tajikistan,09870
488,Divavu,Hidden Hills,TX,"Congo, Republic of",92732-1340
489,Chatterbridge,Avalon,NH,Haiti,94135-9997
490,Dabtype,Red Bluff,LA,Barbados,46437-0685
491,Omba,Morgan Hill,FL,Madagascar,48118
492,Edgetag,Livingston,DE,China,92594-8504
493,Pixonyx,Calimesa,MI,Libya,94588-6622
494,Zazio,Amador City,NV,Yugoslavia,30751-8730
495,Layo,Upland,WA,Puerto Rico,72176-1939
496,Twinder,El Cerrito,IL,Paraguay,56108-4601
497,Ainyx,La Quinta,NJ,Malta,01760-2753
498,Skyba,Santa Clarita,IA,Tonga,66206
499,Yodo,Santa Fe Springs,MS,Andorra,32243-9377
500,Twitterlist,Sonora,IL,Wallis and Futuna Islands,51090
501,Livefish,La Habra,SD,Kenya,91784-0639
